Unnamed: 0	mapping1	mapping2	id	label	language	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Paraph)	Zero_Shot_Majority_vote	Zero_Shot_Paraph_AND_Same_Content	Zero_Shot_Paraph_AND_Sem_Equiv	Zero_Shot_ALL_THREE
14330	backtransl_set1_08375_2	swap_26030_1	14331	0	en	1	0	1	1	0	1	0
14331	swap_41960_2	backtransl_set1_02482_2	14332	1	en	1	1	1	1	1	1	1
14332	backtransl_set1_12091_2	swap_02472_1	14333	1	en	1	1	1	1	1	1	1
14333	swap_39637_1	backtransl_set1_14568_2	14334	0	en	0	0	0	0	0	0	0
14334	backtransl_set1_09162_2	swap_05284_1	14335	0	en	1	1	1	1	1	1	1
14335	swap_05728_2	backtransl_set1_04988_2	14336	1	en	1	1	1	1	1	1	1
14336	backtransl_set1_09265_2	swap_40205_1	14337	0	en	1	0	1	1	0	1	0
14337	backtransl_set2_01662_2	backtransl_set2_01600_2	14338	0	en	0	0	1	0	0	0	0
14338	backtransl_set1_07008_2	backtransl_set1_08447_2	14339	0	en	0	0	1	0	0	0	0
14339	swap_06268_1	backtransl_set1_08061_2	14340	1	en	1	1	1	1	1	1	1
14340	backtransl_set2_03558_2	swap_33753_1	14341	1	en	1	1	1	1	1	1	1
14341	backtransl_set3_00050_2	swap_23652_1	14342	0	en	1	1	1	1	1	1	1
14342	backtransl_set1_03181_2	backtransl_set1_09987_2	14343	0	en	0	0	0	0	0	0	0
14343	backtransl_set1_05750_2	swap_39239_2	14344	0	en	1	1	1	1	1	1	1
14344	backtransl_set1_06825_2	backtransl_set1_15217_2	14345	0	en	0	0	0	0	0	0	0
14345	backtransl_set1_05444_2	backtransl_set1_09613_2	14346	0	en	1	1	1	1	1	1	1
14346	backtransl_set1_07263_2	backtransl_set1_00375_2	14347	0	en	1	0	1	1	0	1	0
14347	backtransl_set3_02517_2	swap_22713_2	14348	1	en	1	1	1	1	1	1	1
14348	backtransl_set1_14873_2	backtransl_set1_11454_2	14349	1	en	1	1	1	1	1	1	1
14349	backtransl_set2_04427_2	swap_42789_1	14350	1	en	1	1	1	1	1	1	1
14350	backtransl_set3_01105_2	backtransl_set3_00597_2	14351	0	en	0	0	0	0	0	0	0
14351	backtransl_set1_12434_2	swap_32568_2	14352	1	en	1	1	1	1	1	1	1
14352	swap_10230_2	backtransl_set1_10457_2	14353	1	en	0	0	0	0	0	0	0
14353	backtransl_set1_03794_2	swap_26177_2	14354	1	en	1	1	1	1	1	1	1
14354	backtransl_set1_10863_2	swap_15537_2	14355	0	en	1	1	1	1	1	1	1
14355	swap_29915_1	backtransl_set2_02136_2	14356	1	en	1	1	1	1	1	1	1
14356	backtransl_set2_01801_2	swap_46741_1	14357	1	en	1	1	1	1	1	1	1
14357	backtransl_set1_02493_2	swap_47438_2	14358	1	en	1	1	1	1	1	1	1
14358	swap_45960_1	backtransl_set1_06863_2	14359	1	en	1	1	1	1	1	1	1
14359	swap_02915_2	backtransl_set3_01601_2	14360	1	en	0	0	0	0	0	0	0
14360	swap_39969_2	backtransl_set2_02809_2	14361	1	en	1	1	1	1	1	1	1
14361	swap_33490_1	backtransl_set1_04175_2	14362	1	en	1	1	1	1	1	1	1
14362	backtransl_set3_00546_2	swap_15333_1	14363	1	en	1	1	1	1	1	1	1
14363	swap_02265_2	backtransl_set1_05986_2	14364	0	en	0	0	1	0	0	0	0
14364	swap_22872_2	backtransl_set3_04943_2	14365	1	en	1	1	1	1	1	1	1
14365	backtransl_set1_00931_2	swap_36180_2	14366	1	en	1	1	1	1	1	1	1
14366	swap_15603_2	backtransl_set1_09674_2	14367	1	en	0	0	1	0	0	0	0
14367	swap_31397_1	backtransl_set1_03381_2	14368	1	en	1	1	1	1	1	1	1
14368	swap_16998_1	backtransl_set3_00421_2	14369	1	en	1	1	1	1	1	1	1
14369	backtransl_set2_00375_2	swap_18978_1	14370	1	en	1	1	1	1	1	1	1
14370	backtransl_set1_01245_2	swap_42258_2	14371	0	en	0	0	0	0	0	0	0
14371	swap_37272_1	backtransl_set1_01311_2	14372	1	en	1	1	1	1	1	1	1
14372	swap_33763_1	backtransl_set3_00940_2	14373	1	en	1	1	1	1	1	1	1
14373	swap_03376_2	backtransl_set1_11904_2	14374	1	en	1	1	1	1	1	1	1
14374	swap_33771_2	backtransl_set1_07954_2	14375	0	en	0	0	1	0	0	0	0
14375	swap_10659_2	backtransl_set1_04357_2	14376	0	en	1	0	1	1	0	1	0
14376	swap_42348_1	backtransl_set2_04020_2	14377	0	en	0	0	0	0	0	0	0
14377	backtransl_set2_01832_2	swap_16338_2	14378	0	en	1	1	1	1	1	1	1
14378	backtransl_set3_00509_2	backtransl_set3_05192_2	14379	0	en	0	0	1	0	0	0	0
14379	swap_03748_2	backtransl_set1_10683_2	14380	1	en	1	1	1	1	1	1	1
14380	backtransl_set3_01300_2	swap_33983_1	14381	0	en	1	0	1	1	0	1	0
14381	swap_12759_1	backtransl_set1_01673_2	14382	0	en	1	1	1	1	1	1	1
14382	backtransl_set1_12913_2	backtransl_set1_00057_2	14383	0	en	0	0	0	0	0	0	0
14383	backtransl_set1_09970_2	swap_47115_1	14384	0	en	1	1	1	1	1	1	1
14384	backtransl_set1_00325_2	backtransl_set1_04455_2	14385	0	en	1	0	1	1	0	1	0
14385	swap_03142_2	backtransl_set1_03745_2	14386	1	en	0	0	1	0	0	0	0
14386	swap_29504_1	backtransl_set1_07842_2	14387	1	en	0	0	0	0	0	0	0
14387	swap_21453_1	backtransl_set1_12139_2	14388	0	en	1	0	1	1	0	1	0
14388	swap_34115_2	backtransl_set2_03737_2	14389	0	en	1	1	1	1	1	1	1
14389	backtransl_set3_00996_2	swap_22033_1	14390	1	en	1	1	1	1	1	1	1
14390	swap_16460_1	backtransl_set1_09681_2	14391	0	en	0	0	1	0	0	0	0
14391	backtransl_set3_00666_2	backtransl_set3_00966_2	14392	0	en	0	0	0	0	0	0	0
14392	backtransl_set3_00693_2	backtransl_set3_01490_2	14393	0	en	0	0	0	0	0	0	0
14393	backtransl_set1_11373_2	swap_18436_1	14394	1	en	1	1	1	1	1	1	1
14394	backtransl_set2_02340_2	swap_11114_1	14395	0	en	1	1	1	1	1	1	1
14395	swap_45960_2	backtransl_set1_01280_2	14396	1	en	1	1	1	1	1	1	1
14396	swap_45236_2	backtransl_set1_12561_2	14397	0	en	0	0	1	0	0	0	0
14397	swap_17934_1	backtransl_set1_02147_2	14398	1	en	1	1	1	1	1	1	1
14398	backtransl_set1_03044_2	swap_39698_1	14399	1	en	1	1	1	1	1	1	1
14399	backtransl_set1_00999_2	swap_45938_1	14400	0	en	1	1	1	1	1	1	1
14400	backtransl_set1_13534_2	swap_17399_1	14401	1	en	1	1	1	1	1	1	1
14401	swap_13561_1	backtransl_set1_09673_2	14402	0	en	1	1	1	1	1	1	1
14402	backtransl_set1_15779_2	swap_06798_1	14403	1	en	1	1	1	1	1	1	1
14403	backtransl_set1_06150_2	swap_28912_2	14404	1	en	1	1	1	1	1	1	1
14404	swap_30274_1	backtransl_set1_02808_2	14405	0	en	0	0	0	0	0	0	0
14405	backtransl_set1_02205_2	swap_27267_1	14406	1	en	1	1	1	1	1	1	1
14406	backtransl_set3_00262_2	swap_16134_2	14407	1	en	0	1	1	1	1	0	0
14407	swap_22713_1	backtransl_set3_02517_2	14408	0	en	1	1	1	1	1	1	1
14408	backtransl_set3_02595_2	backtransl_set3_03169_2	14409	0	en	0	0	1	0	0	0	0
14409	backtransl_set1_15888_2	backtransl_set1_07034_2	14410	0	en	0	0	0	0	0	0	0
14410	backtransl_set1_12426_2	swap_40053_1	14411	0	en	1	0	1	1	0	1	0
14411	backtransl_set2_04069_2	swap_16679_2	14412	1	en	1	1	1	1	1	1	1
14412	swap_45249_1	backtransl_set1_10792_2	14413	0	en	1	1	1	1	1	1	1
14413	backtransl_set2_04008_2	backtransl_set2_00902_2	14414	0	en	1	0	1	1	0	1	0
14414	swap_37029_1	backtransl_set2_00512_2	14415	1	en	1	1	1	1	1	1	1
14415	swap_36931_2	backtransl_set1_16203_2	14416	0	en	1	1	1	1	1	1	1
14416	swap_41325_2	backtransl_set2_02937_2	14417	1	en	1	1	1	1	1	1	1
14417	backtransl_set1_03160_2	backtransl_set1_05903_2	14418	1	en	0	1	1	1	1	0	0
14418	swap_00086_2	backtransl_set2_01835_2	14419	0	en	1	1	1	1	1	1	1
14419	backtransl_set1_00800_2	backtransl_set1_15551_2	14420	0	en	0	0	0	0	0	0	0
14420	backtransl_set1_10922_2	backtransl_set1_09354_2	14421	0	en	1	1	1	1	1	1	1
14421	swap_20435_2	backtransl_set1_05043_2	14422	0	en	0	0	1	0	0	0	0
14422	swap_04764_1	backtransl_set2_02070_2	14423	0	en	0	0	0	0	0	0	0
14423	backtransl_set3_03134_2	swap_08562_2	14424	1	en	1	1	1	1	1	1	1
14424	swap_45582_1	backtransl_set1_03768_2	14425	1	en	1	1	1	1	1	1	1
14425	swap_00760_1	backtransl_set1_03939_2	14426	1	en	0	0	0	0	0	0	0
14426	backtransl_set3_03109_2	backtransl_set3_05218_2	14427	0	en	1	1	1	1	1	1	1
14427	backtransl_set2_02316_2	swap_29689_1	14428	0	en	1	1	1	1	1	1	1
14428	backtransl_set1_02873_2	swap_48585_2	14429	1	en	1	1	1	1	1	1	1
14429	backtransl_set2_02245_2	backtransl_set2_00873_2	14430	0	en	1	0	1	1	0	1	0
14430	swap_21782_2	backtransl_set2_04317_2	14431	1	en	1	1	1	1	1	1	1
14431	backtransl_set3_03570_2	swap_09073_1	14432	1	en	1	1	1	1	1	1	1
14432	swap_33650_2	backtransl_set2_04874_2	14433	1	en	0	1	1	1	1	0	0
14433	backtransl_set1_00627_2	swap_35515_1	14434	1	en	1	1	1	1	1	1	1
14434	swap_09859_1	backtransl_set3_01027_2	14435	1	en	1	1	1	1	1	1	1
14435	backtransl_set1_02220_2	swap_06400_2	14436	1	en	1	1	1	1	1	1	1
14436	swap_48293_1	backtransl_set1_01528_2	14437	1	en	1	1	1	1	1	1	1
14437	swap_31641_2	backtransl_set1_14664_2	14438	1	en	1	1	1	1	1	1	1
14438	swap_42250_1	backtransl_set1_01557_2	14439	1	en	1	0	1	1	0	1	0
14439	swap_43063_1	backtransl_set2_05081_2	14440	1	en	0	0	1	0	0	0	0
14440	backtransl_set3_04270_2	backtransl_set3_02109_2	14441	1	en	1	1	1	1	1	1	1
14441	backtransl_set1_02607_2	swap_28574_2	14442	1	en	1	1	1	1	1	1	1
14442	swap_38802_2	backtransl_set1_00028_2	14443	1	en	1	1	1	1	1	1	1
14443	backtransl_set1_07464_2	swap_37204_1	14444	0	en	0	1	1	1	1	0	0
14444	backtransl_set3_04085_2	backtransl_set3_01360_2	14445	0	en	0	0	0	0	0	0	0
14445	backtransl_set1_08845_2	swap_48101_2	14446	1	en	1	1	1	1	1	1	1
14446	swap_33852_2	backtransl_set3_05226_2	14447	0	en	0	0	0	0	0	0	0
14447	backtransl_set2_02753_2	backtransl_set2_02369_2	14448	0	en	0	1	1	1	1	0	0
14448	swap_29337_2	backtransl_set1_11459_2	14449	0	en	0	0	1	0	0	0	0
14449	swap_34546_1	backtransl_set2_01470_2	14450	0	en	0	0	0	0	0	0	0
14450	backtransl_set1_11156_2	swap_28546_1	14451	0	en	1	1	1	1	1	1	1
14451	backtransl_set3_03044_2	swap_22713_2	14452	0	en	1	1	1	1	1	1	1
14452	swap_43431_1	backtransl_set1_10394_2	14453	1	en	1	1	1	1	1	1	1
14453	backtransl_set1_14733_2	swap_10062_1	14454	1	en	1	1	1	1	1	1	1
14454	swap_34524_1	backtransl_set1_01930_2	14455	0	en	0	0	0	0	0	0	0
14455	swap_11905_1	backtransl_set1_01923_2	14456	0	en	0	0	0	0	0	0	0
14456	backtransl_set3_03074_2	swap_12712_2	14457	1	en	1	1	1	1	1	1	1
14457	backtransl_set1_14496_2	swap_39251_2	14458	1	en	1	1	1	1	1	1	1
14458	backtransl_set3_00448_2	swap_01061_1	14459	1	en	1	1	1	1	1	1	1
14459	swap_15502_2	backtransl_set1_16121_2	14460	1	en	1	1	1	1	1	1	1
14460	swap_04719_1	backtransl_set1_15612_2	14461	0	en	0	0	0	0	0	0	0
14461	backtransl_set1_03539_2	swap_42525_1	14462	0	en	0	0	1	0	0	0	0
14462	swap_42827_1	backtransl_set1_02704_2	14463	1	en	1	1	1	1	1	1	1
14463	swap_13078_2	backtransl_set1_08664_2	14464	1	en	0	0	1	0	0	0	0
14464	backtransl_set3_00309_2	swap_29316_1	14465	1	en	1	1	1	1	1	1	1
14465	backtransl_set2_00377_2	backtransl_set2_02953_2	14466	0	en	0	0	1	0	0	0	0
14466	backtransl_set1_08866_2	swap_29580_2	14467	0	en	1	1	1	1	1	1	1
14467	backtransl_set1_10827_2	swap_39830_2	14468	1	en	1	1	1	1	1	1	1
14468	swap_25826_2	backtransl_set3_04643_2	14469	1	en	1	1	1	1	1	1	1
14469	backtransl_set1_02308_2	swap_22781_2	14470	1	en	1	1	1	1	1	1	1
14470	backtransl_set1_04771_2	swap_00488_2	14471	0	en	0	0	1	0	0	0	0
14471	backtransl_set3_02412_2	swap_17553_2	14472	1	en	0	0	1	0	0	0	0
14472	backtransl_set1_12104_2	swap_02558_1	14473	0	en	1	1	1	1	1	1	1
14473	backtransl_set1_02307_2	backtransl_set1_00555_2	14474	0	en	0	0	1	0	0	0	0
14474	swap_33600_1	backtransl_set1_13297_2	14475	0	en	0	0	0	0	0	0	0
14475	swap_17635_2	backtransl_set2_00960_2	14476	0	en	0	0	1	0	0	0	0
14476	swap_02887_2	backtransl_set1_02366_2	14477	1	en	1	1	1	1	1	1	1
14477	backtransl_set3_04610_2	swap_05700_1	14478	0	en	1	1	1	1	1	1	1
14478	swap_42319_1	backtransl_set1_03246_2	14479	0	en	1	1	1	1	1	1	1
14479	backtransl_set1_10459_2	swap_08139_2	14480	0	en	1	1	1	1	1	1	1
14480	backtransl_set1_03376_2	backtransl_set1_07664_2	14481	0	en	0	0	0	0	0	0	0
14481	backtransl_set1_12058_2	swap_18708_2	14482	0	en	1	0	1	1	0	1	0
14482	backtransl_set2_04114_2	backtransl_set2_05112_2	14483	0	en	1	1	1	1	1	1	1
14483	backtransl_set1_06084_2	backtransl_set1_12952_2	14484	0	en	0	0	0	0	0	0	0
14484	swap_48293_2	backtransl_set1_01528_2	14485	1	en	1	1	1	1	1	1	1
14485	swap_02887_2	backtransl_set1_01538_2	14486	0	en	0	1	1	1	1	0	0
14486	backtransl_set1_12002_2	swap_20821_2	14487	1	en	1	1	1	1	1	1	1
14487	backtransl_set1_04622_2	swap_24104_2	14488	0	en	1	1	1	1	1	1	1
14488	swap_28949_2	backtransl_set1_08882_2	14489	1	en	0	0	0	0	0	0	0
14489	swap_18683_1	backtransl_set1_03986_2	14490	1	en	1	1	1	1	1	1	1
14490	backtransl_set3_04193_2	swap_29921_2	14491	1	en	1	1	1	1	1	1	1
14491	backtransl_set3_01266_2	swap_05272_1	14492	1	en	1	1	1	1	1	1	1
14492	swap_21572_1	backtransl_set1_05041_2	14493	1	en	0	1	1	1	1	0	0
14493	backtransl_set1_03137_2	swap_37757_2	14494	0	en	0	0	1	0	0	0	0
14494	swap_27201_2	backtransl_set3_02550_2	14495	0	en	1	1	1	1	1	1	1
14495	backtransl_set1_13735_2	backtransl_set1_15120_2	14496	0	en	0	0	0	0	0	0	0
14496	swap_49609_2	backtransl_set3_01214_2	14497	0	en	0	0	1	0	0	0	0
14497	backtransl_set2_02641_2	swap_37652_2	14498	0	en	0	0	0	0	0	0	0
14498	backtransl_set2_00551_2	swap_19320_1	14499	0	en	0	0	1	0	0	0	0
14499	backtransl_set2_02321_2	swap_23018_2	14500	0	en	0	0	0	0	0	0	0
14500	backtransl_set1_04729_2	swap_46747_1	14501	1	en	0	0	1	0	0	0	0
14501	backtransl_set1_08406_2	swap_30326_1	14502	1	en	1	0	1	1	0	1	0
14502	swap_12575_2	backtransl_set1_11801_2	14503	0	en	0	0	0	0	0	0	0
14503	swap_21274_2	backtransl_set1_07862_2	14504	1	en	1	1	1	1	1	1	1
14504	backtransl_set3_00014_2	swap_18842_1	14505	0	en	1	1	1	1	1	1	1
14505	backtransl_set3_03137_2	swap_46507_1	14506	1	en	1	1	1	1	1	1	1
14506	backtransl_set2_04732_2	backtransl_set2_03919_2	14507	0	en	1	0	0	0	0	0	0
14507	swap_20428_2	backtransl_set1_05907_2	14508	0	en	1	1	1	1	1	1	1
14508	backtransl_set3_03183_2	swap_23123_2	14509	1	en	0	0	0	0	0	0	0
14509	backtransl_set3_03297_2	backtransl_set3_01270_2	14510	0	en	0	0	0	0	0	0	0
14510	backtransl_set1_02724_2	swap_39267_2	14511	1	en	1	0	1	1	0	1	0
14511	backtransl_set1_04846_2	backtransl_set1_03276_2	14512	0	en	1	1	1	1	1	1	1
14512	backtransl_set2_04212_2	swap_15072_2	14513	1	en	1	1	1	1	1	1	1
14513	backtransl_set3_00965_2	swap_19585_1	14514	0	en	0	0	0	0	0	0	0
14514	swap_19942_2	backtransl_set3_03554_2	14515	1	en	1	1	1	1	1	1	1
14515	backtransl_set1_02743_2	swap_16794_2	14516	0	en	1	1	1	1	1	1	1
14516	swap_01212_2	backtransl_set1_04887_2	14517	1	en	1	1	1	1	1	1	1
14517	swap_30143_2	backtransl_set1_01554_2	14518	1	en	1	1	1	1	1	1	1
14518	swap_21704_1	backtransl_set1_03567_2	14519	1	en	1	0	1	1	0	1	0
14519	swap_16542_2	backtransl_set1_12366_2	14520	1	en	1	0	1	1	0	1	0
14520	backtransl_set3_04060_2	backtransl_set3_00564_2	14521	0	en	1	0	0	0	0	0	0
14521	backtransl_set1_01874_2	swap_08032_1	14522	0	en	1	1	1	1	1	1	1
14522	backtransl_set1_12647_2	backtransl_set1_04880_2	14523	0	en	0	0	0	0	0	0	0
14523	swap_07503_2	backtransl_set2_00121_2	14524	0	en	0	0	1	0	0	0	0
14524	backtransl_set1_10653_2	backtransl_set1_08035_2	14525	0	en	1	1	1	1	1	1	1
14525	swap_00714_2	backtransl_set2_01865_2	14526	0	en	1	1	1	1	1	1	1
14526	backtransl_set1_11873_2	backtransl_set1_11673_2	14527	0	en	0	0	0	0	0	0	0
14527	backtransl_set1_03139_2	swap_27678_2	14528	1	en	0	0	1	0	0	0	0
14528	swap_23197_1	backtransl_set1_04188_2	14529	1	en	1	1	1	1	1	1	1
14529	backtransl_set1_04012_2	backtransl_set1_09203_2	14530	0	en	0	0	1	0	0	0	0
14530	swap_17769_2	backtransl_set1_07529_2	14531	0	en	0	0	1	0	0	0	0
14531	swap_33726_1	backtransl_set2_04696_2	14532	1	en	1	1	1	1	1	1	1
14532	backtransl_set1_15618_2	swap_49510_1	14533	1	en	1	1	1	1	1	1	1
14533	backtransl_set1_10531_2	swap_18936_1	14534	0	en	1	0	1	1	0	1	0
14534	backtransl_set1_11659_2	swap_01238_2	14535	0	en	0	0	0	0	0	0	0
14535	swap_17319_2	backtransl_set3_01877_2	14536	0	en	1	0	1	1	0	1	0
14536	swap_19714_1	backtransl_set1_00689_2	14537	1	en	1	1	1	1	1	1	1
14537	swap_16081_1	backtransl_set1_02162_2	14538	1	en	1	1	1	1	1	1	1
14538	backtransl_set2_03242_2	backtransl_set2_00300_2	14539	0	en	0	0	0	0	0	0	0
14539	backtransl_set1_11061_2	backtransl_set1_10091_2	14540	0	en	0	1	1	1	1	0	0
14540	swap_19349_1	backtransl_set1_14453_2	14541	1	en	1	1	1	1	1	1	1
14541	backtransl_set1_07164_2	swap_08981_2	14542	0	en	1	1	1	1	1	1	1
14542	backtransl_set3_00524_2	backtransl_set3_02607_2	14543	0	en	0	0	0	0	0	0	0
14543	backtransl_set1_15831_2	swap_42364_2	14544	0	en	1	0	1	1	0	1	0
14544	backtransl_set2_00255_2	backtransl_set2_00153_2	14545	0	en	1	1	1	1	1	1	1
14545	backtransl_set3_03867_2	backtransl_set3_01318_2	14546	0	en	1	1	1	1	1	1	1
14546	backtransl_set1_11223_2	backtransl_set1_07726_2	14547	0	en	0	0	1	0	0	0	0
14547	swap_31740_1	backtransl_set1_06834_2	14548	0	en	0	0	1	0	0	0	0
14548	swap_48573_1	backtransl_set2_02598_2	14549	1	en	0	0	0	0	0	0	0
14549	backtransl_set1_02041_2	swap_04518_1	14550	1	en	1	1	1	1	1	1	1
14550	backtransl_set1_12392_2	swap_16047_2	14551	0	en	0	1	1	1	1	0	0
14551	swap_26177_1	backtransl_set1_03794_2	14552	0	en	0	0	0	0	0	0	0
14552	swap_11519_1	backtransl_set1_11215_2	14553	1	en	1	1	1	1	1	1	1
14553	backtransl_set1_00494_2	swap_08638_1	14554	0	en	1	1	1	1	1	1	1
14554	swap_22114_2	backtransl_set3_02249_2	14555	0	en	1	0	1	1	0	1	0
14555	backtransl_set2_02384_2	backtransl_set2_01495_2	14556	0	en	1	1	1	1	1	1	1
14556	backtransl_set1_15859_2	swap_11921_1	14557	1	en	1	1	1	1	1	1	1
14557	swap_06188_2	backtransl_set1_15684_2	14558	0	en	1	1	1	1	1	1	1
14558	backtransl_set2_01846_2	swap_21032_2	14559	1	en	0	0	0	0	0	0	0
14559	backtransl_set2_03484_2	backtransl_set2_03849_2	14560	0	en	0	0	0	0	0	0	0
14560	swap_03210_1	backtransl_set3_01946_2	14561	0	en	1	0	1	1	0	1	0
14561	swap_40918_2	backtransl_set1_03584_2	14562	1	en	1	1	1	1	1	1	1
14562	backtransl_set3_01545_2	backtransl_set3_01907_2	14563	0	en	0	0	0	0	0	0	0
14563	backtransl_set1_14758_2	swap_01679_1	14564	0	en	1	1	1	1	1	1	1
14564	backtransl_set3_02556_2	backtransl_set3_04089_2	14565	0	en	1	1	1	1	1	1	1
14565	swap_42147_2	backtransl_set1_09583_2	14566	1	en	0	0	1	0	0	0	0
14566	swap_35514_2	backtransl_set2_05353_2	14567	0	en	0	0	0	0	0	0	0
14567	backtransl_set1_16004_2	backtransl_set1_01885_2	14568	0	en	1	0	1	1	0	1	0
14568	swap_33213_1	backtransl_set1_15712_2	14569	1	en	1	1	1	1	1	1	1
14569	swap_03655_1	backtransl_set1_08836_2	14570	1	en	1	0	1	1	0	1	0
14570	swap_20716_2	backtransl_set3_00354_2	14571	1	en	0	0	1	0	0	0	0
14571	backtransl_set1_06126_2	swap_09548_1	14572	1	en	1	1	1	1	1	1	1
14572	swap_16937_1	backtransl_set2_00178_2	14573	1	en	1	1	1	1	1	1	1
14573	backtransl_set2_03252_2	swap_48131_1	14574	1	en	1	1	1	1	1	1	1
14574	backtransl_set1_01959_2	backtransl_set1_00961_2	14575	0	en	0	0	1	0	0	0	0
14575	backtransl_set1_02943_2	swap_33187_1	14576	1	en	1	1	1	1	1	1	1
14576	backtransl_set1_06713_2	swap_21467_2	14577	1	en	1	1	1	1	1	1	1
14577	backtransl_set3_02985_2	backtransl_set3_01443_2	14578	0	en	0	0	0	0	0	0	0
14578	backtransl_set1_07434_2	swap_08948_1	14579	1	en	1	1	1	1	1	1	1
14579	backtransl_set1_07214_2	swap_07585_2	14580	0	en	0	0	0	0	0	0	0
14580	swap_06434_1	backtransl_set1_09652_2	14581	1	en	0	0	0	0	0	0	0
14581	backtransl_set1_10319_2	swap_39151_1	14582	1	en	1	1	1	1	1	1	1
14582	backtransl_set3_02628_2	swap_49238_1	14583	1	en	1	1	1	1	1	1	1
14583	backtransl_set1_06864_2	backtransl_set1_15604_2	14584	0	en	0	0	0	0	0	0	0
14584	backtransl_set1_05472_2	swap_41036_1	14585	0	en	1	0	1	1	0	1	0
14585	swap_08115_1	backtransl_set2_00946_2	14586	1	en	1	1	1	1	1	1	1
14586	backtransl_set1_15215_2	swap_13851_1	14587	0	en	1	1	1	1	1	1	1
14587	backtransl_set1_02134_2	backtransl_set1_11242_2	14588	0	en	0	0	1	0	0	0	0
14588	backtransl_set2_04094_2	backtransl_set2_04169_2	14589	1	en	1	1	1	1	1	1	1
14589	backtransl_set2_01557_2	backtransl_set2_00790_2	14590	0	en	0	0	0	0	0	0	0
14590	backtransl_set1_05321_2	backtransl_set1_01904_2	14591	0	en	0	0	1	0	0	0	0
14591	swap_07423_1	backtransl_set1_00130_2	14592	0	en	0	0	0	0	0	0	0
14592	backtransl_set1_06583_2	swap_22582_1	14593	0	en	1	1	1	1	1	1	1
14593	backtransl_set1_12840_2	swap_35179_1	14594	0	en	0	0	1	0	0	0	0
14594	backtransl_set1_09014_2	backtransl_set1_03504_2	14595	0	en	0	0	1	0	0	0	0
14595	swap_05961_2	backtransl_set1_02979_2	14596	0	en	1	1	1	1	1	1	1
14596	backtransl_set2_02727_2	swap_24212_2	14597	0	en	0	0	0	0	0	0	0
14597	backtransl_set3_01565_2	swap_05496_1	14598	0	en	0	1	1	1	1	0	0
14598	swap_33788_1	backtransl_set3_04638_2	14599	0	en	1	0	1	1	0	1	0
14599	backtransl_set3_04518_2	backtransl_set3_03470_2	14600	0	en	1	1	1	1	1	1	1
14600	backtransl_set1_12639_2	swap_41417_1	14601	1	en	1	1	1	1	1	1	1
14601	backtransl_set2_03701_2	swap_20933_1	14602	0	en	1	1	1	1	1	1	1
14602	swap_17555_1	backtransl_set3_01585_2	14603	1	en	1	1	1	1	1	1	1
14603	swap_25221_1	backtransl_set1_10475_2	14604	1	en	0	0	0	0	0	0	0
14604	backtransl_set1_11113_2	backtransl_set1_04148_2	14605	0	en	1	1	1	1	1	1	1
14605	swap_46645_1	backtransl_set2_05198_2	14606	1	en	1	1	1	1	1	1	1
14606	swap_27440_2	backtransl_set2_01015_2	14607	0	en	0	0	1	0	0	0	0
14607	backtransl_set1_01827_2	backtransl_set1_15951_2	14608	0	en	1	0	1	1	0	1	0
14608	swap_41511_2	backtransl_set3_03287_2	14609	0	en	0	0	0	0	0	0	0
14609	backtransl_set3_04470_2	swap_34951_2	14610	0	en	1	0	1	1	0	1	0
14610	swap_30875_1	backtransl_set1_14210_2	14611	0	en	0	0	0	0	0	0	0
14611	backtransl_set2_01047_2	swap_31973_2	14612	0	en	1	0	1	1	0	1	0
14612	backtransl_set1_11387_2	swap_25715_1	14613	1	en	1	1	1	1	1	1	1
14613	backtransl_set1_02585_2	swap_33370_1	14614	1	en	0	0	1	0	0	0	0
14614	backtransl_set1_07662_2	backtransl_set1_01657_2	14615	0	en	0	0	0	0	0	0	0
14615	backtransl_set3_04878_2	swap_44695_2	14616	1	en	1	1	1	1	1	1	1
14616	swap_18699_1	backtransl_set3_03101_2	14617	0	en	0	0	0	0	0	0	0
14617	backtransl_set1_11848_2	swap_01470_2	14618	0	en	1	1	1	1	1	1	1
14618	backtransl_set1_07039_2	swap_33406_1	14619	0	en	0	0	1	0	0	0	0
14619	swap_07937_2	backtransl_set1_00634_2	14620	1	en	1	1	1	1	1	1	1
14620	backtransl_set2_01741_2	swap_27037_1	14621	1	en	0	1	1	1	1	0	0
14621	backtransl_set1_01869_2	swap_30718_1	14622	1	en	1	1	1	1	1	1	1
14622	backtransl_set1_16145_2	swap_08638_1	14623	0	en	1	1	1	1	1	1	1
14623	swap_11465_2	backtransl_set3_01068_2	14624	1	en	1	1	1	1	1	1	1
14624	backtransl_set1_06989_2	swap_06113_1	14625	1	en	1	1	1	1	1	1	1
14625	swap_24856_2	backtransl_set3_04463_2	14626	0	en	0	0	0	0	0	0	0
14626	backtransl_set1_07966_2	backtransl_set1_03214_2	14627	0	en	1	1	1	1	1	1	1
14627	backtransl_set2_02956_2	swap_33084_1	14628	0	en	1	1	1	1	1	1	1
14628	backtransl_set1_08858_2	backtransl_set1_06595_2	14629	0	en	1	1	1	1	1	1	1
14629	backtransl_set1_01416_2	backtransl_set1_14813_2	14630	0	en	0	0	1	0	0	0	0
