	split	genre	dataset	year	sid	score	sentence1	sentence2	LLama3 zero-shot (Ex. Same Content)	LLama3 zero-shot (Sem Equiv)	LLama3 zero-shot (Paraph)	Zero_Shot_ALL_THREE	Zero_Shot_Majority_vote
1396	train	main-captions	images	2014	588	4.0	A close-up view of the headlights of a blue old-fashioned car.	Close up of the headlights on a blue car.	1	1	1	1	1
1397	train	main-captions	images	2014	590	2.4	Cars driving near a model building.	Vehicles driving infant of an ornate building.	1	1	1	1	1
1398	train	main-captions	images	2014	592	2.6	A blue and orange airplane flying with its landing gear down.	A red and blue plane flying with its landing gears down.	0	1	0	0	0
1399	train	main-captions	images	2014	595	4.0	A black and white cat lying on a blanket.	A black and white cat sleeps on a purple blanket.	0	0	0	0	0
1400	train	main-captions	images	2014	596	0.2	A building with a temporary sign over the entrance to its parking lot.	Road with the rear image of the tail lights of a bus.	0	0	0	0	0
1401	train	main-captions	images	2014	597	3.4	A group of people sitting around a table containing food.	A group of people sitting around a table on a porch.	0	0	0	0	0
1402	train	main-captions	images	2014	598	3.2	A man and women sitting on a sofa holding a small baby.	a woman sitting on a sofa holding a baby.	0	0	0	0	0
1403	train	main-captions	images	2014	599	3.0	A black and white cat lying on a blanket.	A black and white cat sleeping on its side on a purple blanket.	0	0	0	0	0
1404	train	main-captions	images	2014	600	1.8	A black and white photo of a love seat.	A black and white photo of a bicycle.	0	0	0	0	0
1405	train	main-captions	images	2014	601	4.2	A living room with a dining table in the background.	View of a living room with a dining room in the background.	1	1	1	1	1
1406	train	main-captions	images	2014	603	4.25	A red and gray train is going through a tunnel.	A red and gray train travels through a tunnel amongst the trees.	0	0	0	0	0
1407	train	main-captions	images	2014	604	4.2	Red double decker bus with hood open.	An old Red London double decker bus with its hood raised.	1	0	1	0	1
1408	train	main-captions	images	2014	606	1.8	A man riding a white horse.	A woman leading a white horse.	0	0	0	0	0
1409	train	main-captions	images	2014	607	3.8	View of a living room with a dining room in the background.	A living room with large sofas and a dining table in the background.	1	0	1	0	1
1410	train	main-captions	images	2014	608	0.8	An orange kitten lay on a leather couch.	Young couple sitting on a black couch.	0	0	0	0	0
1411	train	main-captions	images	2014	612	3.0	A person wearing a bike helmet talks on a cell phone.	A person wearing a helmet rides a bike near a white structure.	0	0	0	0	0
1412	train	main-captions	images	2014	613	3.6	A subway train pulling into the station.	A white train pulling into a station.	0	0	1	0	0
1413	train	main-captions	images	2014	614	3.8	A bicycle is parked by a shop.	A green bike parked outside a book store.	0	0	0	0	0
1414	train	main-captions	images	2014	615	0.0	Two men standing on beach.	Two women standing in front of tour bus.	0	0	0	0	0
1415	train	main-captions	images	2014	617	1.4	Long-haired black dog standing in grassy field.	A blue jay standing in a grassy field.	0	0	0	0	0
1416	train	main-captions	images	2014	618	0.2	A small desk with chair near a laundry closet.	A room with tan walls and a washer and dryer.	0	0	0	0	0
1417	train	main-captions	images	2014	619	4.6	Red double decker bus driving through the streets.	Red double decker bus driving down a street.	1	1	1	1	1
1418	train	main-captions	images	2014	620	3.0	A goose flapping its wings in a body of water.	A black swan flapping its wings on the water.	0	0	0	0	0
1419	train	main-captions	images	2014	624	4.4	Boy laying on couch with dog.	The boy is lying on a couch with a puppy.	1	0	1	0	1
1420	train	main-captions	images	2014	625	5.0	A black and white image of a cat laying on a rug.	Black and white picture of a cat laying on a rug.	1	1	1	1	1
1421	train	main-captions	images	2014	626	3.6	A large jet on the ground at the airport.	A large airplane parked at the airport at night.	1	1	1	1	1
1422	train	main-captions	images	2014	628	0.0	Two women are sitting in a cafe.	Two men catching a fish in a swamp.	0	0	0	0	0
1423	train	main-captions	images	2014	629	4.0	Eight bottles of Harp lager lined up on the floor.	Eight bottles of Harp beer lined up on a wooden floor.	1	1	1	1	1
1424	train	main-captions	images	2014	632	1.4	A small child smiling at the camera.	A cat looking at the camera.	0	0	0	0	0
1425	train	main-captions	images	2014	633	2.6	A woman riding a brown horse.	Person dressed in blue riding brown horse.	0	0	1	0	0
1426	train	main-captions	images	2014	634	3.2	photo of a television screen showing a movie.	The wall-mounted flat-screen TV is showing a movie.	0	0	1	0	0
1427	train	main-captions	images	2014	635	4.2	A bird perched on a flowerpot.	Bird perched on a flowerpot beside a stucco wall.	1	0	0	0	0
1428	train	main-captions	images	2014	636	3.4	White cat sitting inside of a sink.	Grey and white cat sitting in bathroom sink.	0	0	1	0	0
1429	train	main-captions	images	2014	637	4.4	Young woman in riding gear on top of horse.	Young girl in riding gear on a horse.	0	0	0	0	0
1430	train	main-captions	images	2014	638	3.8	Two people are sailing a small boat.	Two women in a sailboat.	0	0	0	0	0
1431	train	main-captions	images	2014	639	3.0	A small bird on a tiny branch.	A small bird perched on an icy branch.	0	1	1	0	1
1432	train	main-captions	images	2014	640	1.6	Two animals sitting on a rock.	Two eagles sitting on a long branch.	0	0	0	0	0
1433	train	main-captions	images	2014	641	4.2	Two cats sit on the back of a couch looking out the window.	Two cats are sitting on the back of a couch and looking out the window in a sea photo.	0	0	0	0	0
1434	train	main-captions	images	2014	644	4.4	Two young women shear a sheep.	Two women sheering a sheep.	1	0	1	0	1
1435	train	main-captions	images	2014	646	3.8	The young rider takes a ride on the brown horse.	A young female rider on a brown horse.	0	1	1	0	1
1436	train	main-captions	images	2014	647	3.0	Six people are seated at a restaurant table and looking into the camera.	A group of people sitting at a restaurant table.	1	1	1	1	1
1437	train	main-captions	images	2014	648	3.8	Little white lamb with nose to wood.	A white lamb with its nose against a wooden box.	1	1	1	1	1
1438	train	main-captions	images	2014	652	4.6	A young girl riding a white and grey horse.	a little girl is riding a white and grey horse.	1	1	1	1	1
1439	train	main-captions	images	2014	653	3.2	A black dog stands next to materials at a construction site.	A black dog standing in a room being constructed.	0	0	0	0	0
1440	train	main-captions	images	2014	655	3.6	A bird is flapping its wings in the water.	A black swan flapping its wings on the water.	0	0	0	0	0
1441	train	main-captions	images	2014	657	3.75	A black and white cat lying on a blanket.	A black and white cat laying on a cat bed.	1	1	1	1	1
1442	train	main-captions	images	2014	658	3.8	Young woman in riding gear on top of horse.	The woman is riding on the brown horse.	0	0	1	0	0
1443	train	main-captions	images	2014	659	3.4	A plane being readied for take-off.	A small turboprop plane being loaded on the tarmac.	0	0	0	0	0
1444	train	main-captions	images	2014	660	0.0	A white leather couch with a purse and throw blanket on it.	A television with a show on.	0	0	0	0	0
1445	train	main-captions	images	2014	663	4.2	A kitchen with wooden cabinets and furniture.	Kitchen with wooden table and cabinets.	0	1	1	0	1
1446	train	main-captions	images	2014	671	0.8	The cat is attacking a corn husk broom.	Grey and white cat sitting in bathroom sink.	0	0	0	0	0
1447	train	main-captions	images	2014	673	4.2	A couple holds a baby.	Couple with newborn baby.	1	1	1	1	1
1448	train	main-captions	images	2014	674	4.25	A small bird eating from the feeder.	Bird eating from a bird feeder.	1	1	1	1	1
1449	train	main-captions	images	2014	675	4.0	Close up of a white sheep with a black head.	A close-up of a sheep with a black head.	1	1	1	1	1
1450	train	main-captions	images	2014	677	5.0	A young boy laying on a sofa with a dog.	A small boy laying on a sofa with a dog.	1	1	1	1	1
1451	train	main-captions	images	2014	678	3.2	A red bird is perched in a tree.	A small red and grey bird perched in a tree.	1	0	1	0	1
1452	train	main-captions	images	2014	679	0.4	Two buses parked on a street.	Yellow scooter parked in an alley way.	0	0	0	0	0
1453	train	main-captions	images	2014	680	1.0	A black and white dog looking at the camera.	"A grey, black, and white cat looking at the camera."	0	0	0	0	0
1454	train	main-captions	images	2014	682	4.8	A train is on the railroad tracks.	A train on the train tracks.	1	1	1	1	1
1455	train	main-captions	images	2014	684	3.0	Large silver locomotive engine in a shed.	A close-up of a silver train engine with a red stripe.	0	0	1	0	0
1456	train	main-captions	images	2014	685	2.6	A women sitting at a table drinking with a basketball picture in the background.	A woman in a sari drinks something while sitting at a table.	0	0	0	0	0
1457	train	main-captions	images	2014	686	3.0	A green steam engine traveling on the railroad tracks.	A black steam train traveling on the railroad tracks.	0	0	0	0	0
1458	train	main-captions	images	2014	687	4.0	A small red car on top of a semi truck.	Red sports car on top of white semi truck.	0	0	1	0	0
1459	train	main-captions	images	2014	688	3.4	The man poses for a photo in front of the train.	A man stands on a platform in front of a silver train.	0	0	1	0	0
1460	train	main-captions	images	2014	689	3.4	A bicyclist in black on a black and red racing bike.	A cyclist in black and white lira speeding past spectators.	0	0	0	0	0
1461	train	main-captions	images	2014	690	3.8	A kitchen sink and countertop with bowls on shelves.	A small kitchen with items stacked on the shelves and on the counter.	1	1	1	1	1
1462	train	main-captions	images	2014	693	3.2	A television in a messy room with several bookcases.	"A room with a television, stereo and bookshelf."	0	0	1	0	0
1463	train	main-captions	images	2014	694	2.8	A black and white cat sleeping on its side on a purple blanket.	A black and white cat laying on the ground in the sun.	0	0	0	0	0
1464	train	main-captions	images	2014	695	3.8	A woman riding a bicycle on a large concrete area.	A women riding a mountain bike on a large concrete area.	1	1	1	1	1
1465	train	main-captions	images	2014	696	2.8	Two cows standing in a large field.	The cow is grazing in a field.	0	0	0	0	0
1466	train	main-captions	images	2014	697	3.4	A bald man touches the nose of a black horse on the other side of a fence.	A bald man with a beard pets the nose of a black and white horse at the fence.	0	0	1	0	0
1467	train	main-captions	images	2014	698	4.0	A man is standing next to a yellow sports car.	A man stands next to a yellow Corvette.	1	1	1	1	1
1468	train	main-captions	images	2014	702	3.2	a black and white photo of cows in their stalls.	A black and white photo of cattle at a trough.	1	1	1	1	1
1469	train	main-captions	images	2014	705	4.2	Double decker bus with the London Eye ferris wheel in background.	a brown double decker tour bus on a street with a ferris wheel behind it.	0	0	1	0	0
1470	train	main-captions	images	2014	706	0.6	A yellow and black bird eats from a bird feeder.	A flock of birds flying over a body of water.	0	0	0	0	0
1471	train	main-captions	images	2014	709	3.8	A man stands in front of a train.	A man stands on a platform in front of a silver train.	1	1	1	1	1
1472	train	main-captions	images	2014	710	4.6	A small plane parked at an airfield with a cloudy sky overhead.	A small white plane parked in an airport on a cloudy day.	1	1	1	1	1
1473	train	main-captions	images	2014	711	3.4	A boat is on the water near a small plane.	A boat is in the water and a small airplane is on the dock.	0	1	0	0	0
1474	train	main-captions	images	2014	712	0.6	A man riding a white horse in an arena.	A domestic animal stands in a pen.	0	0	0	0	0
1475	train	main-captions	images	2014	713	4.2	A Macintosh computer sitting on the floor.	a computer on the floor.	1	1	1	1	1
1476	train	main-captions	images	2014	715	0.4	A black and white cat is sitting on a brown chair looking up.	A dog sitting on a yellow chair next to a green dumpster.	0	0	0	0	0
1477	train	main-captions	images	2014	716	2.8	sheep standing in afield.	A large dog stands next to a sheep in a field.	0	0	0	0	0
1478	train	main-captions	images	2014	717	3.4	Group of elderly people sitting around a table.	A group of elderly people pose around a dining table.	1	0	1	0	1
1479	train	main-captions	images	2014	719	2.8	Three women with brown hair are smiling.	Three women in Indian dresses in a crowded room smiling.	0	0	0	0	0
1480	train	main-captions	images	2014	720	1.6	A black and white photo of an empty train station.	A black and white photo of a cat sitting on a sofa.	0	0	0	0	0
